ein,Org Name,label,clean,token
813511160,Beijing Friendship Association USA,1,beijing friendship association usa,beij friendship associ usa
813592023,Vietnamese Healthcare Organization of Arizona,1,vietnamese healthcare organization arizona,vietnames healthcar organ arizona
813613910,First Haitian Baptist Church of Boston,1,first haitian baptist church boston,first haitian baptist church boston
813655407,Dalraida Community Association,1,dalraida community association,dalraida commun associ
813664537,Lake of the Ozarks Stop Human Trafficking Coalition Inc,1,lake ozarks stop human trafficking coalition inc,lake ozark stop human traffick coalit inc
813677434,Sathi Fund for Social Innovators,1,sathi fund social innovators,sathi fund social innov
813681796,Golden Valley Community Foundation,1,golden valley community foundation,golden valley commun foundat
813710623,Cambodians in Tech,1,cambodians tech,cambodian tech
813746832,Haitian Hope Inc,1,haitian hope inc,haitian hope inc
813754985,Hmong Khang Family Corporation,1,hmong khang family corporation,hmong khang famili corpor
813762170,Polistecos En Marcha International Benefit Organization Inc,1,polistecos en marcha international benefit organization inc,polisteco en marcha intern benefit organ inc
813885346,Phumulani Minnesota African Women Against Violence,1,phumulani minnesota african women violence,phumulani minnesota african women violenc
814031539,Dios Vive,1,dios vive,dio vive
814032489,Colibrí Center for Human Rights,1,colibr center human rights,colibr center human right
814038858,Cambodian Buddhist of Colorado,1,cambodian buddhist colorado,cambodian buddhist colorado
814092779,Appleseed Kids Inc,1,appleseed kids inc,applese kid inc
814221692,HAMBURG MUTTS FOR FREEDOM INC,1,hamburg mutts freedom inc,hamburg mutt freedom inc
814287274,World Association of Chinese Anesthesiologists,1,world association chinese anesthesiologists,world associ chines anesthesiologist
814346182,Sudanese Community of Fargo Moorhead,1,sudanese community fargo moorhead,sudanes commun fargo moorhead
814360877,Embrace Freedom Inc,1,embrace freedom inc,embrac freedom inc
814411066,Equity in Access Inc,1,equity access inc,equiti access inc
814416657,Tibetan-Vietnamese Thousand Buddha Temple,1,tibetan vietnamese thousand buddha temple,tibetan vietnames thousand buddha templ
814425050,Chinese Historical Society of Memphis and the Mid-South,1,chinese historical society memphis mid south,chines histor societi memphi mid south
814433923,Concilio De Dios Misionero Cristo Rey,1,concilio de dios misionero cristo rey,concilio de dio misionero cristo rey
814505704,Salud Sin Fronteras,1,salud sin fronteras,salud sin frontera
814532350,Haitian-American Center for Social & Economic Development,1,haitian american center social economic development,haitian american center social econom develop
814548330,Haitian American Medical Association,1,haitian american medical association,haitian american medic associ
814548864,New Life Korean Church Inc,1,new life korean church inc,new life korean church inc
814559069,Khmer American Mutual Association of San Diego,1,khmer american mutual association san diego,khmer american mutual associ san diego
814624662,A-Cast Chinese American Association North Texas Inc,1,cast chinese american association north texas inc,cast chines american associ north texa inc
814667049,Ministerios Sin Frontera,1,ministerios sin frontera,ministerio sin frontera
814689942,New American Education,1,new american education,new american educ
814694323,Laos American Foundation for Democracy,1,laos american foundation democracy,lao american foundat democraci
814714361,United Upper Nile South Sudanese Community Association in Iowa,1,united upper nile south sudanese community association iowa,unit upper nile south sudanes commun associ iowa
814810903,International Rescue Foundation Inc,1,international rescue foundation inc,intern rescu foundat inc
814841209,Haitian American Hands Inc,1,haitian american hands inc,haitian american hand inc
814855340,Village of Hope International,1,village hope international,villag hope intern
814958399,Hesed Korean Church Inc,1,hesed korean church inc,hese korean church inc
815183648,Virginia Garcia Herrera Foundation,1,virginia garcia herrera foundation,virginia garcia herrera foundat
815297011,Asian American Public Safety Service Center,1,asian american public safety service center,asian american public safeti servic center
815346482,Ministerio Internacional Dadiva De Dios Inc,1,ministerio internacional dadiva de dios inc,ministerio internacion dadiva de dio inc
815380181,Rooted Refuge Inc,1,rooted refuge inc,root refug inc
815449393,Ministerio Misionero El Poder De Dios Inc,1,ministerio misionero el poder de dios inc,ministerio misionero el poder de dio inc
820254700,Southern Idaho Migrant Ministry Inc,1,southern idaho migrant ministry inc,southern idaho migrant ministri inc
820563126,Hacer Helping Migrants Acquire College Educational Resources,1,hacer helping migrants acquire college educational resources,hacer help migrant acquir colleg educ resourc
820604097,Hmong Cultural New Year Celebration,1,hmong cultural new year celebration,hmong cultur new year celebr
820608541,Migrant Christmas Fiesta,1,migrant christmas fiesta,migrant christma fiesta
820669258,Montavilla Community Association,1,montavilla community association,montavilla commun associ
820729972,Somali American Heritage Society of Nebraska,1,somali american heritage society nebraska,somali american heritag societi nebraska
820743165,Somali American Women Action Center,1,somali american women action center,somali american women action center
820847973,Centro Bautista Para La Comunidad,1,centro bautista para la comunidad,centro bautista para la comunidad
820873651,Somali Westside Community Development Corporation,1,somali westside community development corporation,somali westsid commun develop corpor
820898270,Russian Cultural Association,1,russian cultural association,russian cultur associ
821222555,Vietnamese Buddhist Center of America Inc,1,vietnamese buddhist center america inc,vietnames buddhist center america inc
821416296,United People and Movements Organization Inc,1,united people movements organization inc,unit peopl movement organ inc
821554268,Ps Exile Ministries Inc,1,ps exile ministries inc,ps exil ministri inc
821603431,Animal Safe Migration Inc,1,animal safe migration inc,anim safe migrat inc
821603960,Hope Grace Opportunity,1,hope grace opportunity,hope grace opportun
821703941,Alliance of New Americans-Conroe,1,alliance new americans conroe,allianc new american conro
821804279,Slavic Cultural Association of Nevada,1,slavic cultural association nevada,slavic cultur associ nevada
821837961,Refugee and Migrant Women S Initiative,1,refugee migrant women initiative,refuge migrant women initi
821840980,Plazas Community Bilingual Education Inc,1,plazas community bilingual education inc,plaza commun bilingu educ inc
822089355,Luv&Kush Inc,1,luv kush inc,luv kush inc
822192660,Lao Golf of Oregon,1,lao golf oregon,lao golf oregon
822252644,Oman Baako Ltd,1,oman baako ltd,oman baako ltd
822267327,Sudanese American Community of Jersey City Inc,1,sudanese american community jersey city inc,sudanes american commun jersey citi inc
822320534,East African Youth Mentorship,1,east african youth mentorship,east african youth mentorship
822379803,Migrant Center for Human Rights,1,migrant center human rights,migrant center human right
822409701,Asian Network for Life Sharing Inc,1,asian network life sharing inc,asian network life share inc
822626487,Cultivate Abundance,1,cultivate abundance,cultiv abund
823032365,Revival School Saint Louis,1,revival school saint louis,reviv school saint loui
823085297,Latin American Relief Fund,1,latin american relief fund,latin american relief fund
823160155,Seeds of Life,1,seeds life,seed life
825402227,The Rhizome Center for Migrants,1,rhizome center migrants,rhizom center migrant
